年龄,受教育时间,性别,资产净增,资产损失,一周工作时间,收入水平
42,9,Male,0,0,24,<=50K
18,9,Female,0,1719,15,<=50K
46,9,Male,0,0,37,<=50K
18,7,Male,0,0,15,<=50K
52,10,Male,0,0,40,>50K
56,9,Female,0,0,40,<=50K
21,11,Male,0,0,40,<=50K
22,9,Male,0,0,20,<=50K
31,13,Female,0,0,45,<=50K
41,9,Male,0,0,60,<=50K
25,10,Female,0,0,40,<=50K
43,13,Male,0,0,60,<=50K
45,9,Female,0,0,40,<=50K
26,10,Male,0,0,60,<=50K
90,10,Male,0,0,35,<=50K
45,13,Male,0,1902,40,>50K
30,13,Female,0,0,40,>50K
42,10,Male,0,0,40,<=50K
20,10,Male,0,0,35,<=50K
53,13,Male,7688,0,40,>50K
64,9,Female,0,0,38,<=50K
56,4,Male,0,0,20,<=50K
42,10,Male,0,0,40,>50K
26,13,Female,0,0,40,>50K
31,12,Female,0,0,40,<=50K
40,13,Female,0,0,40,<=50K
58,10,Male,0,0,40,<=50K
41,13,Male,0,0,40,<=50K
58,9,Male,0,0,47,<=50K
62,14,Male,0,0,60,>50K
65,13,Male,99999,0,60,>50K
40,10,Male,0,0,40,<=50K
45,10,Male,0,0,40,>50K
22,9,Male,0,0,55,<=50K
23,10,Male,0,0,20,<=50K
63,14,Male,0,0,50,>50K
39,13,Male,0,1887,50,>50K
37,10,Male,0,0,40,<=50K
25,13,Male,0,0,40,<=50K
56,7,Male,0,0,50,<=50K
32,10,Male,0,0,50,<=50K
53,10,Female,0,1887,40,>50K
32,11,Male,0,0,40,<=50K
23,7,Male,7688,0,60,>50K
35,7,Male,0,0,90,<=50K
51,10,Male,0,1887,65,>50K
19,10,Female,0,0,20,<=50K
41,7,Male,0,0,40,<=50K
22,6,Male,0,0,25,<=50K
23,9,Female,0,0,40,<=50K
36,14,Male,0,0,40,>50K
27,10,Female,0,0,25,<=50K
45,11,Male,0,0,40,<=50K
23,9,Male,0,0,25,<=50K
21,7,Female,0,0,40,<=50K
44,14,Male,15024,0,40,>50K
29,13,Male,0,0,40,>50K
36,11,Male,0,0,60,<=50K
18,5,Male,594,0,40,<=50K
62,8,Male,0,0,40,>50K
25,10,Male,0,0,40,<=50K
34,12,Female,0,0,45,<=50K
31,13,Female,14344,0,50,>50K
37,13,Male,15024,0,40,>50K
33,13,Male,0,0,40,<=50K
22,10,Female,0,0,30,<=50K
28,12,Male,0,0,30,<=50K
22,10,Male,0,0,25,<=50K
47,9,Male,0,0,40,>50K
67,7,Male,0,419,3,<=50K
20,6,Male,0,0,40,<=50K
34,13,Male,0,0,70,<=50K
26,15,Male,99999,0,60,>50K
36,10,Male,7298,0,44,>50K
28,9,Male,0,0,40,<=50K
22,9,Male,0,0,40,<=50K
47,10,Female,0,0,35,<=50K
33,11,Male,0,0,45,<=50K
34,14,Female,4787,0,40,>50K
25,9,Male,0,0,40,<=50K
37,5,Male,3781,0,50,<=50K
36,9,Male,0,0,40,<=50K
61,13,Male,0,0,30,<=50K
74,5,Male,3471,0,40,<=50K
57,10,Male,0,0,40,<=50K
55,16,Male,0,0,40,<=50K
20,9,Female,0,0,40,<=50K
43,9,Female,0,0,44,<=50K
54,9,Male,0,0,40,>50K
25,10,Female,0,0,40,<=50K
42,10,Male,0,1408,40,<=50K
23,10,Female,0,0,35,<=50K
17,7,Male,0,0,10,<=50K
39,9,Male,0,1590,40,<=50K
63,4,Female,0,0,40,<=50K
19,10,Female,0,0,30,<=50K
56,13,Male,15024,0,50,>50K
33,13,Male,0,0,45,>50K
37,13,Male,0,0,50,<=50K
27,4,Male,0,0,45,<=50K
36,13,Male,0,0,40,<=50K
30,9,Male,0,0,65,>50K
22,13,Male,0,0,55,<=50K
35,10,Male,0,1579,40,<=50K
20,9,Male,0,0,45,<=50K
18,10,Female,0,0,40,<=50K
25,8,Male,0,1741,40,<=50K
53,14,Female,0,1564,54,>50K
21,10,Female,0,0,40,<=50K
19,9,Female,0,0,35,<=50K
34,9,Male,0,0,30,<=50K
32,10,Female,0,0,40,<=50K
20,10,Male,0,0,40,<=50K
70,4,Male,0,0,25,<=50K
57,13,Male,0,0,40,>50K
54,10,Male,3137,0,50,<=50K
34,11,Male,0,0,40,<=50K
48,10,Male,0,0,40,>50K
42,7,Female,0,0,40,<=50K
45,9,Male,3325,0,40,<=50K
27,10,Male,0,0,40,<=50K
51,6,Male,0,0,40,<=50K
36,10,Female,0,0,65,<=50K
33,10,Male,0,0,40,<=50K
50,10,Male,0,0,40,<=50K
44,13,Male,0,2547,50,>50K
39,14,Male,0,0,40,>50K
55,5,Male,0,0,25,<=50K
24,10,Female,0,0,40,<=50K
35,9,Male,0,0,40,<=50K
32,8,Male,0,0,40,<=50K
66,13,Male,0,2174,40,>50K
68,9,Female,0,2206,30,<=50K
29,7,Male,0,0,60,<=50K
24,13,Male,0,0,40,<=50K
61,5,Male,0,0,40,<=50K
34,9,Male,0,0,44,>50K
55,15,Male,0,2415,35,>50K
20,10,Male,0,0,36,<=50K
41,9,Female,0,0,40,<=50K
36,9,Male,0,0,84,<=50K
60,9,Male,7298,0,40,>50K
61,9,Male,0,0,52,>50K
35,15,Male,0,0,35,<=50K
42,13,Male,0,0,50,>50K
26,13,Male,0,0,40,<=50K
44,10,Female,0,0,40,<=50K
31,14,Male,0,0,25,<=50K
39,9,Male,0,0,40,<=50K
20,10,Female,0,0,24,<=50K
32,10,Male,0,0,40,<=50K
32,9,Male,0,0,40,<=50K
61,5,Male,0,0,20,<=50K
54,10,Female,0,0,40,<=50K
23,12,Male,0,0,40,<=50K
19,9,Male,0,0,3,<=50K
31,10,Male,0,0,40,<=50K
35,3,Male,0,0,40,<=50K
29,9,Female,0,0,25,<=50K
29,9,Female,0,0,40,<=50K
25,6,Female,0,0,25,<=50K
46,13,Female,0,0,40,<=50K
35,11,Female,0,0,30,<=50K
20,6,Male,0,0,40,<=50K
24,9,Female,0,0,40,<=50K
48,9,Female,0,0,37,<=50K
37,9,Female,0,0,40,<=50K
60,9,Male,0,0,40,<=50K
39,9,Male,0,0,40,<=50K
29,10,Female,0,0,38,<=50K
31,11,Male,0,0,20,<=50K
38,11,Male,4386,0,40,>50K
26,12,Male,0,0,40,<=50K
64,13,Male,15024,0,40,>50K
46,11,Male,0,0,40,<=50K
69,9,Male,0,0,8,<=50K
39,9,Male,3103,0,44,>50K
48,9,Female,0,0,55,<=50K
46,9,Female,0,0,40,<=50K
42,13,Male,0,1590,40,<=50K
39,9,Female,0,0,54,>50K
50,14,Male,0,0,40,>50K
24,13,Female,0,0,40,<=50K
30,11,Female,0,0,40,>50K
39,13,Male,0,2415,60,>50K
29,9,Male,0,0,40,<=50K
23,7,Female,0,0,38,<=50K
21,11,Male,0,0,40,<=50K
32,6,Male,0,0,40,<=50K
69,13,Male,3818,0,30,<=50K
55,9,Male,0,0,40,<=50K
41,10,Male,0,0,50,<=50K
44,13,Male,7688,0,52,>50K
18,7,Male,0,0,40,<=50K
74,13,Male,0,0,10,<=50K
40,16,Male,0,0,40,>50K
27,9,Male,0,0,40,<=50K
75,5,Male,1409,0,5,<=50K
55,9,Female,0,0,40,<=50K
52,4,Male,0,0,40,<=50K
54,10,Female,0,0,48,<=50K
36,9,Male,0,0,48,<=50K
76,10,Male,0,0,8,<=50K
26,9,Female,0,0,40,<=50K
18,7,Male,0,0,20,<=50K
38,9,Male,0,0,50,<=50K
50,13,Male,7298,0,40,>50K
19,10,Female,0,0,25,<=50K
32,10,Male,0,0,60,>50K
57,13,Male,0,0,40,>50K
20,9,Male,0,0,40,<=50K
27,10,Female,0,0,40,<=50K
31,13,Male,0,1980,60,<=50K
60,3,Female,0,0,40,<=50K
52,9,Female,0,0,50,<=50K
61,4,Male,0,0,40,<=50K
57,9,Male,0,0,55,>50K
19,10,Male,0,0,40,<=50K
59,15,Male,0,0,25,<=50K
34,9,Male,0,0,45,>50K
31,12,Male,0,0,50,>50K
42,9,Male,0,0,35,<=50K
70,10,Female,0,0,6,<=50K
47,13,Male,0,0,40,>50K
47,9,Male,3942,0,40,<=50K
29,10,Male,0,0,45,>50K
27,7,Male,0,0,40,<=50K
25,8,Female,0,0,40,<=50K
51,13,Male,5178,0,60,>50K
28,9,Female,0,0,40,<=50K
35,13,Male,0,0,40,<=50K
36,10,Male,0,0,60,>50K
54,14,Female,0,0,40,<=50K
46,11,Male,0,0,40,<=50K
52,11,Female,0,0,35,<=50K
65,4,Male,0,0,40,<=50K
43,11,Male,0,0,40,<=50K
41,9,Female,0,0,40,<=50K
34,13,Female,0,1741,45,<=50K
47,13,Male,0,0,30,<=50K
49,14,Male,0,0,56,>50K
21,10,Female,0,0,25,<=50K
20,10,Female,0,0,25,<=50K
18,8,Male,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
34,9,Male,0,0,50,<=50K
38,10,Female,0,0,40,<=50K
24,9,Male,0,0,40,<=50K
34,10,Male,0,0,65,<=50K
47,9,Male,0,0,50,>50K
27,9,Female,0,0,40,<=50K
63,11,Female,0,0,8,<=50K
34,10,Male,0,0,40,>50K
25,10,Male,0,0,50,<=50K
54,9,Male,914,0,40,<=50K
19,10,Female,0,0,35,<=50K
35,9,Female,0,0,50,<=50K
24,10,Male,0,0,70,>50K
26,10,Female,0,0,35,<=50K
59,11,Female,0,0,40,<=50K
43,16,Female,0,0,40,<=50K
20,10,Female,0,0,40,<=50K
41,9,Male,0,0,40,<=50K
51,10,Male,0,0,40,<=50K
27,9,Female,0,0,40,<=50K
36,9,Male,0,0,40,<=50K
25,10,Male,0,0,60,<=50K
55,13,Male,0,0,50,>50K
22,10,Female,0,0,21,<=50K
58,16,Male,4064,0,40,<=50K
43,10,Female,4064,0,15,<=50K
39,11,Female,0,0,20,>50K
40,5,Female,0,0,40,<=50K
46,9,Male,0,0,45,<=50K
54,9,Female,0,0,20,<=50K
19,10,Male,0,0,30,<=50K
24,9,Male,0,0,40,<=50K
53,9,Male,0,0,40,<=50K
24,14,Male,0,0,13,<=50K
29,9,Male,0,0,65,<=50K
56,10,Male,7688,0,50,>50K
54,9,Male,0,0,40,>50K
21,10,Female,0,0,30,<=50K
34,5,Male,0,0,40,<=50K
56,7,Female,0,0,40,<=50K
34,13,Male,7688,0,50,>50K
19,6,Female,0,0,40,<=50K
32,9,Male,0,0,65,>50K
48,9,Female,0,0,52,<=50K
67,14,Male,0,0,40,>50K
47,9,Male,0,0,25,<=50K
52,9,Male,0,0,60,>50K
40,2,Female,0,0,40,<=50K
28,6,Male,0,0,50,<=50K
41,13,Male,7298,0,50,>50K
57,2,Male,0,0,40,<=50K
51,9,Female,0,0,40,<=50K
26,7,Female,0,0,35,<=50K
36,13,Male,0,0,45,<=50K
33,10,Male,0,0,50,>50K
46,13,Male,0,0,45,>50K
50,9,Female,0,0,40,<=50K
33,10,Male,0,0,40,<=50K
77,9,Male,401,0,20,<=50K
39,14,Male,8614,0,52,>50K
67,9,Male,0,0,3,<=50K
35,12,Female,0,0,24,<=50K
23,6,Female,0,0,40,<=50K
37,11,Female,8614,0,45,>50K
41,9,Male,0,0,50,>50K
60,12,Male,0,0,35,>50K
32,13,Male,0,0,55,<=50K
56,9,Male,0,0,40,<=50K
45,11,Female,0,0,40,<=50K
24,9,Female,0,0,45,>50K
18,6,Male,0,0,27,<=50K
31,9,Male,0,0,40,<=50K
21,10,Male,0,0,50,<=50K
45,13,Male,0,1977,55,>50K
23,10,Female,0,0,40,<=50K
45,10,Male,0,0,40,<=50K
18,7,Female,0,0,25,<=50K
25,9,Male,0,0,30,<=50K
31,9,Male,0,0,40,<=50K
19,9,Male,0,0,45,<=50K
41,13,Male,0,0,40,>50K
74,15,Female,0,0,20,<=50K
27,3,Male,0,0,40,<=50K
23,9,Female,0,0,40,<=50K
31,11,Male,0,0,40,>50K
40,9,Male,0,0,40,<=50K
41,9,Male,0,0,40,>50K
25,14,Male,0,0,20,<=50K
42,9,Male,0,0,60,<=50K
24,13,Female,0,0,40,<=50K
42,12,Male,0,0,50,>50K
45,6,Male,0,0,70,<=50K
52,9,Male,7298,0,40,>50K
34,11,Male,0,0,40,<=50K
32,9,Male,0,0,60,<=50K
54,9,Male,0,0,45,<=50K
42,7,Male,0,1340,40,<=50K
32,13,Male,15024,0,40,>50K
40,10,Female,0,0,20,<=50K
55,13,Male,0,0,60,>50K
66,7,Male,0,0,30,<=50K
52,14,Male,0,0,40,<=50K
21,10,Female,0,0,15,<=50K
33,13,Female,0,0,40,>50K
52,11,Male,0,0,50,>50K
28,3,Female,0,0,40,<=50K
27,7,Male,0,0,40,<=50K
42,13,Female,0,0,50,<=50K
27,10,Female,0,0,45,<=50K
47,11,Male,7688,0,40,>50K
19,9,Female,0,0,40,<=50K
46,10,Male,0,0,40,<=50K
55,9,Female,0,0,25,<=50K
50,4,Male,0,0,49,<=50K
32,10,Female,4101,0,50,<=50K
28,9,Female,0,0,40,<=50K
23,9,Female,0,0,40,<=50K
43,14,Male,0,0,50,<=50K
34,13,Male,0,0,40,>50K
19,10,Male,0,0,40,<=50K
37,10,Male,0,0,55,<=50K
27,13,Female,0,0,40,<=50K
18,9,Female,0,0,24,<=50K
31,10,Female,0,0,40,<=50K
49,9,Male,0,0,50,<=50K
26,15,Male,0,0,60,<=50K
48,9,Male,0,0,45,>50K
39,9,Male,0,0,40,<=50K
41,9,Female,0,0,40,<=50K
48,11,Female,0,0,56,>50K
40,13,Female,10520,0,40,>50K
70,13,Male,0,0,70,>50K
20,9,Male,0,0,43,<=50K
38,3,Male,0,0,75,<=50K
37,10,Female,0,0,40,<=50K
49,10,Female,0,0,40,>50K
51,9,Male,3103,0,40,>50K
43,2,Male,0,0,40,<=50K
38,15,Male,0,0,50,<=50K
18,7,Male,0,0,36,<=50K
23,4,Male,0,0,25,<=50K
34,9,Male,0,0,40,<=50K
62,10,Male,0,0,24,<=50K
33,10,Male,0,0,40,<=50K
31,10,Female,0,0,45,<=50K
64,10,Female,0,0,40,<=50K
26,13,Male,0,0,28,<=50K
55,10,Male,0,0,40,<=50K
61,13,Male,0,0,40,<=50K
37,9,Male,0,0,40,>50K
78,13,Male,0,0,15,<=50K
27,10,Female,0,0,40,<=50K
49,9,Male,0,0,42,<=50K
55,14,Male,7688,0,45,>50K
42,13,Male,0,0,58,<=50K
22,9,Female,0,0,40,<=50K
61,5,Male,0,0,40,<=50K
64,13,Male,0,0,5,<=50K
46,9,Male,0,0,40,<=50K
24,13,Male,0,0,40,<=50K
27,10,Male,2829,0,70,<=50K
47,9,Male,7688,0,55,>50K
18,10,Male,0,0,15,<=50K
48,9,Male,0,0,50,<=50K
50,9,Male,0,0,40,<=50K
40,14,Female,0,0,45,<=50K
56,6,Male,0,0,40,<=50K
34,9,Female,4865,0,40,<=50K
56,13,Male,0,0,40,<=50K
18,7,Male,0,0,20,<=50K
21,10,Female,0,0,25,<=50K
40,9,Female,0,0,40,<=50K
27,9,Male,0,0,50,<=50K
52,15,Male,99999,0,45,>50K
46,9,Female,0,0,30,<=50K
23,9,Female,0,0,40,<=50K
50,10,Male,0,0,45,>50K
19,10,Male,0,0,50,<=50K
20,9,Male,0,0,40,<=50K
39,10,Female,8614,0,40,>50K
24,7,Male,0,0,35,<=50K
72,11,Female,0,0,40,<=50K
42,14,Female,0,0,20,>50K
42,13,Male,0,0,45,<=50K
51,13,Male,0,0,50,<=50K
39,9,Male,0,0,50,>50K
40,10,Female,2977,0,35,<=50K
34,10,Male,0,0,55,>50K
19,7,Male,0,0,40,<=50K
26,9,Female,0,0,40,<=50K
45,13,Female,4934,0,50,>50K
28,14,Female,0,0,40,>50K
30,13,Male,0,0,40,>50K
32,9,Female,0,0,40,<=50K
19,10,Female,0,0,25,<=50K
21,9,Male,0,0,35,<=50K
54,9,Female,0,0,20,<=50K
62,15,Male,0,0,30,>50K
25,10,Male,2597,0,48,<=50K
49,10,Female,0,0,32,<=50K
32,9,Male,0,0,40,>50K
26,10,Male,0,1602,40,<=50K
37,9,Male,0,0,40,>50K
58,9,Female,0,0,40,<=50K
37,10,Female,7298,0,45,>50K
41,9,Female,0,0,40,<=50K
38,13,Male,7688,0,40,>50K
47,9,Male,0,0,40,<=50K
42,9,Male,0,0,35,<=50K
30,9,Male,0,1902,40,<=50K
43,10,Male,7688,0,40,>50K
34,9,Male,0,0,40,<=50K
57,10,Female,594,0,10,<=50K
46,7,Male,0,0,40,<=50K
32,10,Male,0,0,55,<=50K
20,5,Female,0,0,11,<=50K
47,11,Male,0,0,50,<=50K
55,9,Male,0,0,20,<=50K
53,4,Male,4386,0,50,>50K
43,13,Male,0,0,65,>50K
80,4,Male,0,0,30,<=50K
24,10,Female,0,0,40,<=50K
43,14,Male,0,1977,60,>50K
22,9,Male,0,0,40,<=50K
40,10,Male,0,0,40,<=50K
48,9,Male,0,0,50,>50K
56,9,Male,0,0,25,<=50K
34,7,Male,0,0,84,<=50K
51,9,Male,0,0,45,>50K
24,9,Female,0,0,40,<=50K
19,9,Female,0,0,40,<=50K
34,10,Female,0,0,30,<=50K
24,9,Male,0,0,40,<=50K
41,13,Male,0,0,48,>50K
24,9,Female,0,0,38,<=50K
22,10,Male,0,0,40,<=50K
32,10,Female,0,0,40,<=50K
41,13,Female,0,0,55,<=50K
20,10,Male,0,0,35,<=50K
31,9,Male,0,0,40,<=50K
55,13,Male,0,0,18,>50K
49,16,Male,0,1902,60,>50K
26,13,Male,0,0,40,<=50K
27,9,Male,0,0,70,<=50K
35,9,Female,0,0,40,<=50K
40,9,Male,0,0,60,<=50K
59,10,Male,0,0,34,<=50K
61,10,Male,0,0,45,>50K
31,9,Female,0,0,40,<=50K
43,14,Male,0,0,60,>50K
61,3,Male,0,2339,40,<=50K
54,12,Female,0,0,30,<=50K
30,10,Male,0,0,50,<=50K
20,10,Female,0,0,50,<=50K
27,14,Female,0,0,50,<=50K
44,10,Male,0,0,60,<=50K
64,10,Female,0,0,40,<=50K
55,9,Female,0,0,40,<=50K
34,9,Male,6849,0,55,<=50K
61,9,Female,0,0,35,<=50K
28,13,Male,0,0,40,<=50K
34,9,Female,0,0,40,<=50K
47,15,Male,0,1977,60,>50K
26,13,Male,0,0,45,<=50K
35,7,Male,0,0,40,<=50K
36,13,Male,0,0,38,<=50K
47,13,Male,0,0,40,>50K
17,7,Female,0,0,25,<=50K
35,10,Male,0,0,60,<=50K
33,14,Male,0,0,20,<=50K
25,12,Female,0,0,40,<=50K
18,6,Male,0,0,10,<=50K
47,14,Male,0,0,38,<=50K
44,9,Female,0,0,30,<=50K
41,9,Female,0,0,30,<=50K
30,13,Female,0,0,40,<=50K
53,10,Male,0,0,50,<=50K
53,9,Female,0,0,20,<=50K
40,9,Female,5013,0,20,<=50K
24,10,Male,0,2205,24,<=50K
27,13,Male,0,0,40,<=50K
50,3,Male,0,0,37,<=50K
36,7,Male,0,0,50,<=50K
41,2,Male,0,0,40,>50K
41,14,Female,0,0,40,<=50K
31,9,Female,0,0,40,<=50K
32,13,Male,0,0,40,<=50K
22,10,Male,0,0,48,<=50K
22,6,Male,0,0,40,<=50K
18,8,Male,0,0,30,<=50K
39,13,Male,0,0,30,<=50K
38,9,Female,0,0,55,<=50K
35,9,Male,0,0,40,<=50K
23,10,Male,0,0,40,<=50K
54,13,Male,0,0,40,>50K
36,14,Male,0,0,60,>50K
63,9,Male,0,0,55,<=50K
39,10,Male,0,0,48,<=50K
57,10,Male,0,0,60,>50K
58,15,Male,0,1977,50,>50K
29,13,Female,0,0,40,<=50K
17,7,Female,0,0,20,<=50K
40,9,Male,0,0,40,<=50K
69,10,Female,0,0,15,<=50K
28,6,Female,0,0,40,<=50K
38,5,Male,0,0,40,<=50K
44,15,Male,14084,0,40,>50K
45,15,Female,0,1726,40,<=50K
33,13,Male,0,0,40,<=50K
41,10,Male,0,1485,40,>50K
37,9,Male,7688,0,60,>50K
50,10,Male,0,0,45,>50K
48,13,Male,0,0,50,<=50K
26,9,Female,0,0,40,<=50K
36,10,Male,0,0,60,>50K
21,10,Female,0,0,37,<=50K
37,12,Male,0,0,40,<=50K
20,10,Female,0,0,20,<=50K
54,9,Female,0,0,30,<=50K
28,9,Female,0,0,40,<=50K
27,10,Male,0,0,40,<=50K
33,11,Female,0,0,40,<=50K
46,9,Male,0,0,40,<=50K
28,7,Female,0,0,58,<=50K
17,6,Male,0,0,40,<=50K
40,15,Male,0,2444,45,>50K
47,14,Male,0,0,40,>50K
44,2,Female,0,0,40,<=50K
25,8,Male,0,0,43,<=50K
35,13,Male,0,0,55,<=50K
29,10,Female,0,0,25,<=50K
30,9,Male,0,0,40,<=50K
30,10,Male,0,0,40,<=50K
56,4,Female,0,0,40,<=50K
25,13,Male,0,0,30,<=50K
28,9,Male,0,0,40,<=50K
43,5,Male,0,0,40,<=50K
47,9,Male,0,0,60,>50K
46,13,Male,0,0,40,<=50K
41,14,Female,0,0,35,<=50K
38,12,Female,7688,0,33,>50K
29,9,Male,0,0,40,<=50K
25,3,Male,0,0,40,<=50K
56,7,Male,0,0,45,<=50K
31,4,Male,0,0,40,<=50K
22,7,Male,0,0,40,<=50K
31,9,Male,0,0,40,<=50K
28,10,Female,0,0,40,<=50K
53,13,Male,0,0,40,<=50K
45,14,Female,0,0,50,>50K
71,1,Male,0,0,10,<=50K
65,9,Female,0,0,40,<=50K
39,9,Male,7298,0,50,>50K
19,9,Female,0,0,40,<=50K
34,13,Female,0,0,40,<=50K
36,9,Male,0,0,45,<=50K
40,9,Female,0,0,40,<=50K
90,10,Female,0,0,40,<=50K
56,15,Male,0,0,16,<=50K
21,9,Female,0,0,40,<=50K
48,13,Male,0,0,45,>50K
45,10,Female,0,0,27,<=50K
46,9,Male,0,0,40,>50K
64,6,Female,0,0,35,<=50K
29,14,Male,0,0,40,<=50K
22,9,Female,0,0,30,<=50K
47,9,Male,0,0,48,>50K
67,13,Male,0,2392,75,>50K
43,9,Male,0,0,40,<=50K
42,10,Male,0,0,40,<=50K
31,10,Male,0,1672,50,<=50K
53,7,Female,0,0,40,<=50K
81,5,Female,2062,0,5,<=50K
33,9,Female,0,1138,40,<=50K
17,8,Female,0,0,8,<=50K
55,15,Male,0,0,50,>50K
28,9,Male,0,0,30,<=50K
24,10,Female,0,0,40,<=50K
40,9,Female,0,0,45,<=50K
30,14,Female,0,0,40,<=50K
24,7,Female,0,0,40,<=50K
26,14,Female,0,0,40,<=50K
38,10,Female,0,0,38,<=50K
30,9,Male,0,0,40,>50K
33,13,Male,0,0,50,<=50K
40,9,Male,0,0,60,>50K
63,9,Male,0,0,98,<=50K
23,4,Male,0,0,36,<=50K
56,9,Male,0,0,40,<=50K
42,11,Male,0,0,60,<=50K
40,9,Male,0,0,40,<=50K
49,12,Female,0,1902,40,>50K
35,9,Male,0,0,40,<=50K
52,9,Female,0,0,35,<=50K
28,13,Female,0,0,40,<=50K
35,6,Male,0,0,70,<=50K
21,10,Female,0,0,5,<=50K
43,9,Male,0,0,35,<=50K
32,11,Female,0,0,2,<=50K
29,15,Male,0,0,50,>50K
23,13,Male,0,0,25,<=50K
50,10,Male,0,1740,48,<=50K
34,10,Male,0,0,40,<=50K
19,9,Male,0,0,40,<=50K
47,7,Female,0,0,40,<=50K
37,10,Male,0,0,40,<=50K
25,9,Female,0,0,35,<=50K
75,10,Male,0,0,35,>50K
24,9,Male,0,0,40,<=50K
28,13,Male,0,0,20,<=50K
17,7,Female,0,0,16,<=50K
31,9,Male,0,0,40,<=50K
31,1,Female,0,0,35,<=50K
18,9,Male,0,0,10,<=50K
45,13,Male,0,0,55,>50K
31,9,Male,0,0,42,<=50K
27,13,Male,0,0,42,>50K
48,10,Female,0,1669,38,<=50K
22,9,Female,0,0,22,<=50K
34,13,Male,0,0,30,<=50K
26,9,Female,0,0,40,<=50K
53,10,Male,0,0,40,<=50K
60,13,Male,0,0,35,>50K
49,14,Female,0,0,50,<=50K
40,10,Female,0,0,40,<=50K
48,6,Male,0,0,80,<=50K
23,13,Male,0,0,50,<=50K
68,4,Male,0,0,10,<=50K
42,11,Male,0,0,40,>50K
37,9,Male,0,0,85,<=50K
27,9,Female,0,0,45,<=50K
38,10,Male,0,0,44,>50K
27,9,Male,0,0,35,<=50K
75,9,Female,0,0,40,<=50K
49,13,Male,0,0,52,>50K
27,10,Male,0,0,20,<=50K
36,13,Male,0,0,50,<=50K
36,13,Male,3103,0,45,>50K
35,9,Male,0,0,35,<=50K
36,9,Male,0,0,40,>50K
53,7,Male,0,0,40,<=50K
27,10,Female,0,0,40,<=50K
34,9,Male,3325,0,35,<=50K
61,10,Male,0,0,44,>50K
29,9,Male,0,0,56,<=50K
40,10,Female,0,0,35,<=50K
37,14,Male,0,0,40,>50K
22,5,Male,0,0,30,<=50K
43,10,Male,0,0,40,<=50K
55,9,Male,0,0,30,<=50K
28,10,Female,0,0,40,<=50K
23,13,Female,0,0,30,<=50K
64,7,Male,0,0,40,>50K
46,10,Male,0,0,40,<=50K
29,10,Male,0,0,40,<=50K
44,14,Male,0,0,48,<=50K
20,10,Male,0,0,25,<=50K
62,10,Male,0,0,40,<=50K
49,11,Female,0,0,35,<=50K
29,6,Female,0,0,40,<=50K
35,13,Male,0,0,60,<=50K
39,7,Male,0,0,30,<=50K
39,13,Male,0,0,45,<=50K
37,9,Female,0,0,32,<=50K
38,9,Male,2829,0,30,<=50K
72,9,Male,0,0,8,<=50K
31,4,Male,0,0,40,<=50K
55,4,Male,0,0,60,<=50K
38,10,Female,0,0,40,<=50K
33,10,Female,0,0,25,<=50K
25,12,Female,0,0,40,<=50K
19,10,Male,0,0,30,<=50K
37,11,Female,0,0,52,<=50K
49,10,Male,0,0,35,<=50K
26,9,Male,0,0,40,<=50K
35,9,Male,0,0,43,<=50K
44,9,Female,0,0,60,<=50K
37,14,Male,0,0,45,>50K
42,13,Male,0,0,45,>50K
64,16,Female,4787,0,40,>50K
28,9,Male,0,0,40,>50K
35,9,Male,4650,0,50,<=50K
40,13,Male,0,0,40,<=50K
55,13,Male,0,0,40,>50K
21,9,Male,0,0,65,<=50K
49,10,Female,0,0,40,<=50K
51,16,Male,0,0,40,>50K
57,15,Male,0,1902,40,>50K
51,13,Male,0,0,40,>50K
38,6,Male,0,0,40,<=50K
24,9,Female,0,1762,32,<=50K
45,9,Male,0,0,40,<=50K
28,9,Male,0,0,45,<=50K
42,15,Male,0,2415,60,>50K
22,10,Male,0,0,40,<=50K
28,14,Male,0,0,40,<=50K
60,9,Female,0,0,40,<=50K
31,9,Female,0,2238,40,<=50K
47,10,Male,0,0,75,>50K
40,9,Male,0,0,25,<=50K
30,9,Male,0,0,60,<=50K
61,14,Male,0,0,60,>50K
71,13,Female,0,0,6,<=50K
42,9,Female,0,0,40,<=50K
44,8,Male,0,0,55,<=50K
46,10,Male,0,0,60,>50K
50,15,Female,0,0,52,>50K
27,13,Male,0,0,9,<=50K
40,11,Male,0,0,15,<=50K
21,10,Female,0,0,40,<=50K
25,9,Male,0,0,35,<=50K
61,3,Male,0,1876,56,<=50K
54,10,Male,0,0,30,<=50K
31,13,Male,0,0,40,<=50K
53,10,Male,0,0,30,<=50K
39,12,Male,15024,0,55,>50K
57,15,Male,15024,0,50,>50K
48,13,Female,0,0,44,<=50K
30,10,Male,0,0,56,>50K
35,9,Male,0,0,60,<=50K
42,9,Male,0,0,50,<=50K
34,9,Male,0,0,40,<=50K
59,9,Male,0,0,40,>50K
69,6,Male,0,0,20,<=50K
29,10,Female,0,0,40,<=50K
40,9,Male,0,0,40,<=50K
21,10,Male,0,0,15,<=50K
40,12,Female,0,0,40,<=50K
43,10,Male,0,0,40,<=50K
36,9,Male,0,0,40,<=50K
41,9,Male,0,0,40,>50K
72,9,Male,0,0,30,<=50K
20,10,Male,0,0,30,<=50K
41,13,Female,0,0,40,<=50K
34,10,Male,0,0,50,<=50K
